subtype,hemisphere,year,fitness,clade
H1N1,North,2022,-1.9013938490005748,6B.1A.5a.2a
H1N1,North,2022,-1.914659456257186,6B.1A.5a.1
H1N1,North,2022,-2.4331866156979234,6B.1A.1
