subtype,hemisphere,year,fitness,clade
H1N1,North,2018,-1.8107858175102867,6B.1A
H1N1,North,2018,-1.9639703757614737,6B.1A.6
H1N1,North,2018,-1.9736858548319205,6B.1A.1
H1N1,North,2018,-2.3302262511271152,6B.1A.5b
H1N1,North,2018,-2.3406640528206584,6B.1
