subtype,hemisphere,year,fitness,clade
Victoria,South,2023,-1.062058193924183,V1A.3a.2
Victoria,South,2023,-1.4878972011751925,V1A.3
Victoria,South,2023,-2.8239499531574745,V1A.3a.1
Victoria,South,2023,-3.6342060723160543,V1A.3a
