subtype,hemisphere,year,fitness,clade
H3N2,South,2019,-1.281992518383208,3C.3a
H3N2,South,2019,-1.2922902826339648,3C.3a1
H3N2,South,2019,-1.316301699644781,3C.2a1b.1
H3N2,South,2019,-1.4276841485758949,3C.2a1b.2
H3N2,South,2019,-1.4615905530065443,3C.2a1
H3N2,South,2019,-1.4786400341626114,3C.2
H3N2,South,2019,-1.5666726113530478,3C.2a2
H3N2,South,2019,-1.81180715587412,3C.2a3
