subtype,hemisphere,year,fitness,clade
Victoria,North,2019,-1.0213916311108688,V1A.3
Victoria,North,2019,-1.3944923399147484,V1A.1
Victoria,North,2019,-4.158381516052392,V1A.2
Victoria,North,2019,-5.014455773615342,V1A
