subtype,hemisphere,year,fitness,clade
H1N1,South,2019,-1.222238189292478,6B.1A.1
H1N1,South,2019,-1.6929476228782159,6B.1A
H1N1,South,2019,-2.057214914180104,6B.1A.5b
H1N1,South,2019,-2.4402163315236485,6B.1A.3
H1N1,South,2019,-2.974930176005303,6B.1A.2
