subtype,hemisphere,year,fitness,clade
Victoria,North,2022,-1.3791385951911554,V1A.3a.2
Victoria,North,2022,-2.152371730529047,V1A.3
Victoria,North,2022,-3.0284029449771306,V1A.3a.1
