subtype,hemisphere,year,fitness,clade
Victoria,South,2020,-1.1824688228645248,V1A.3
Victoria,South,2020,-1.8499360829673683,V1A
Victoria,South,2020,-2.177800396637926,V1A.2
Victoria,South,2020,-2.2420720464862143,V1A.1
Victoria,South,2020,-2.2760738789305672,V1A.3a
