subtype,hemisphere,year,fitness,clade
Victoria,North,2020,-1.9116433547862215,V1A.3a.1
Victoria,North,2020,-1.9211774341889867,V1A.3a
Victoria,North,2020,-1.9229784188245327,V1A.3
Victoria,North,2020,-2.8302491390157414,V1A.1
