subtype,hemisphere,year,fitness,clade
H3N2,South,2018,-1.2866000841071668,3C.2a2
H3N2,South,2018,-1.3080562312158523,3C.3a
H3N2,South,2018,-1.3382426135171568,3C.2a1
H3N2,South,2018,-1.348661341590833,3C.2a1b.1
H3N2,South,2018,-1.381028458834346,3C.2
H3N2,South,2018,-1.9108239678285552,3C.2a3
H3N2,South,2018,-4.466384635674057,3C.2a
