subtype,hemisphere,year,fitness,clade
H3N2,North,2018,-1.460476964002481,3C.2a1b.1
H3N2,North,2018,-1.5082719389163897,3C.2
H3N2,North,2018,-1.5177229905310092,3C.2a2
H3N2,North,2018,-1.5388954271168047,3C.2a3
H3N2,North,2018,-1.6523753270446009,3C.2a1
H3N2,North,2018,-2.133066149341858,3C.2a1b.2
H3N2,North,2018,-3.228917312266386,3C.2a
H3N2,North,2018,-3.5120495315004328,3C.3a
