subtype,hemisphere,year,fitness,clade
Victoria,South,2022,-0.9167600204933637,V1A.3a.2
Victoria,South,2022,-1.3815661547956566,V1A.3a.1
Victoria,South,2022,-6.7082657432368045,V1A.3a
Victoria,South,2022,-7.751103631930182,V1A
