subtype,hemisphere,year,fitness,clade
H1N1,South,2021,-1.3970345783787241,6B.1A.5a.1
H1N1,South,2021,-1.536921947467512,6B.1A.5a.2
H1N1,South,2021,-1.9798283747705283,6B.1A.5a
H1N1,South,2021,-2.04406637412348,6B.1A.5b
H1N1,South,2021,-2.140763636720255,6B.1A.7
