subtype,hemisphere,year,fitness,clade
H3N2,South,2017,-1.2802386384748712,3C.3a
H3N2,South,2017,-1.4297855497096414,3C.2
H3N2,South,2017,-3.7199426248428837,3C.2a1
H3N2,South,2017,-3.9310496796757866,3C.2a
H3N2,South,2017,-4.730016552515618,3C.2a3
