subtype,hemisphere,year,fitness,clade
H3N2,South,2020,-1.3013073758685685,3C.2a1b.2b
H3N2,South,2020,-1.301596142280558,3C.2a1b.1
H3N2,South,2020,-1.3066597840681835,3C.2a1b.2
H3N2,South,2020,-1.3885532068974173,3C.2a1b.1b
H3N2,South,2020,-1.603467167575421,3C.2a1b.2a
H3N2,South,2020,-1.674526106275267,3C.3a1
H3N2,South,2020,-5.77760387407935,3C.3a
H3N2,South,2020,-6.0156283202076075,3C.2a3
